timestamp,kind,command,state,s_t,gate_open
2026-05-31 22:46:34.276,lifecycle,start,,,0
2026-05-31 22:46:35.799,state,increase,calm,7.3876,1
2026-05-31 22:46:36.827,state,increase,calm,7.3363,1
2026-05-31 22:46:37.858,state,increase,calm,7.2978,1
2026-05-31 22:46:38.884,state,increase,calm,7.2662,1
2026-05-31 22:46:39.913,state,increase,calm,7.2488,1
2026-05-31 22:46:40.943,state,increase,calm,7.2354,1
2026-05-31 22:46:41.947,state,increase,calm,7.2189,1
2026-05-31 22:46:42.976,state,increase,calm,7.1989,1
2026-05-31 22:46:44.005,state,increase,calm,7.1850,1
2026-05-31 22:46:45.031,state,increase,calm,7.1743,1
2026-05-31 22:46:46.058,state,increase,calm,7.1591,1
2026-05-31 22:46:47.088,state,increase,calm,7.1410,1
2026-05-31 22:46:48.088,state,increase,calm,7.4042,1
2026-05-31 22:46:49.118,state,increase,calm,7.8545,1
2026-05-31 22:46:50.149,state,increase,calm,7.8627,1
2026-05-31 22:46:51.177,state,increase,calm,7.8415,1
2026-05-31 22:46:52.180,state,increase,calm,7.8177,1
2026-05-31 22:46:53.210,state,increase,calm,7.7923,1
2026-05-31 22:46:54.211,state,increase,calm,7.7783,1
2026-05-31 22:46:55.236,state,increase,calm,7.7726,1
2026-05-31 22:46:56.265,state,increase,calm,7.7684,1
2026-05-31 22:46:57.293,state,increase,calm,7.7611,1
2026-05-31 22:46:58.295,state,increase,calm,7.7552,1
2026-05-31 22:46:59.294,state,increase,calm,7.7563,1
2026-05-31 22:47:00.298,state,increase,calm,7.7553,1
2026-05-31 22:47:01.325,state,increase,calm,7.8551,1
2026-05-31 22:47:02.326,state,increase,calm,8.5169,1
2026-05-31 22:47:03.353,state,increase,calm,8.8074,1
2026-05-31 22:47:04.385,state,increase,calm,8.7748,1
2026-05-31 22:47:05.413,state,increase,calm,8.7647,1
2026-05-31 22:47:06.437,state,increase,calm,8.7512,1
2026-05-31 22:47:07.465,state,increase,calm,8.7432,1
2026-05-31 22:47:08.494,state,increase,calm,8.7437,1
2026-05-31 22:47:09.498,state,increase,calm,8.7416,1
2026-05-31 22:47:10.522,state,increase,calm,8.7406,1
2026-05-31 22:47:11.549,state,increase,calm,8.7378,1
2026-05-31 22:47:12.551,state,increase,calm,8.7273,1
2026-05-31 22:47:13.553,state,increase,calm,8.7278,1
2026-05-31 22:47:14.553,state,increase,calm,9.9708,1
2026-05-31 22:47:15.581,state,increase,calm,11.2498,1
2026-05-31 22:47:16.611,state,increase,calm,11.3524,1
2026-05-31 22:47:17.638,state,increase,calm,11.3446,1
2026-05-31 22:47:18.643,state,increase,calm,11.3281,1
2026-05-31 22:47:19.671,state,increase,calm,11.3157,1
2026-05-31 22:47:20.700,state,increase,calm,11.3062,1
2026-05-31 22:47:21.724,state,increase,calm,11.2922,1
2026-05-31 22:47:22.753,state,increase,calm,11.2797,1
2026-05-31 22:47:23.782,state,increase,calm,11.2601,1
2026-05-31 22:47:24.808,state,increase,calm,11.3125,1
2026-05-31 22:47:25.832,state,increase,calm,13.5151,1
2026-05-31 22:47:26.833,state,increase,calm,15.6316,1
2026-05-31 22:47:27.863,state,increase,calm,16.0112,1
2026-05-31 22:47:28.890,state,increase,calm,16.0607,1
2026-05-31 22:47:29.920,state,increase,calm,16.0534,1
2026-05-31 22:47:30.949,state,increase,calm,16.0456,1
2026-05-31 22:47:31.977,state,increase,calm,16.0356,1
2026-05-31 22:47:32.977,state,increase,calm,16.0253,1
2026-05-31 22:47:34.007,state,increase,calm,16.0174,1
2026-05-31 22:47:35.035,state,increase,calm,16.0127,1
2026-05-31 22:47:46.182,state,increase,calm,16.2514,1
2026-05-31 22:47:47.213,state,increase,calm,15.8645,1
2026-05-31 22:47:48.236,state,increase,calm,15.8648,1
2026-05-31 22:47:49.263,state,increase,calm,15.8764,1
2026-05-31 22:47:50.267,state,increase,calm,15.8602,1
2026-05-31 22:47:51.294,state,increase,calm,15.8444,1
2026-05-31 22:47:52.320,state,increase,calm,15.8395,1
2026-05-31 22:47:53.348,state,increase,calm,15.8368,1
2026-05-31 22:47:54.375,state,increase,calm,15.8312,1
2026-05-31 22:47:55.402,state,increase,calm,15.8195,1
2026-05-31 22:47:56.432,state,increase,calm,14.4154,1
2026-05-31 22:47:57.461,state,increase,calm,8.7138,1
2026-05-31 22:47:58.490,state,increase,calm,6.3506,1
2026-05-31 22:47:59.491,state,increase,calm,6.0839,1
2026-05-31 22:48:00.521,state,increase,calm,6.0348,1
2026-05-31 22:48:01.549,state,increase,calm,6.0140,1
2026-05-31 22:48:02.576,state,increase,calm,6.0065,1
2026-05-31 22:48:03.597,state,increase,calm,6.0064,1
2026-05-31 22:48:04.597,state,increase,calm,6.0030,1
2026-05-31 22:48:05.627,state,increase,calm,6.0027,1
2026-05-31 22:48:06.657,state,increase,calm,6.0024,1
2026-05-31 22:48:07.683,state,increase,calm,5.9981,1
